transaction_id,merchant_id,payment_method,amount_inr,hour_of_day,merchant_txn_count_7d,merchant_avg_amount_7d,device_risk_score,is_new_merchant,is_fraud
txn_003715,merch_0118,upi,2864.09,13,17,4305.83,0.0349,1,0
txn_003716,merch_0011,upi,1248.92,15,12,558.61,0.1891,0,0
txn_003717,merch_0176,card,779.1,15,23,1227.7,0.0414,1,0
txn_003718,merch_0016,netbanking,430.62,19,17,299.66,0.0173,0,0
txn_003719,merch_0063,upi,432.15,21,25,225.02,0.1534,0,0
txn_003720,merch_0041,upi,1849.42,10,16,1222.14,0.1095,1,0
txn_003721,merch_0093,upi,979.46,17,23,762.21,0.0633,0,1
txn_003722,merch_0156,card,12581.82,9,21,10088.31,0.2776,0,0
txn_003723,merch_0146,upi,358.65,21,9,223.32,0.1485,0,0
txn_003724,merch_0010,card,728.57,2,22,635.08,0.162,1,0
txn_003725,merch_0097,upi,1475.06,14,33,1703.95,0.8308,0,0
txn_003726,merch_0177,upi,2421.75,7,30,6701.01,0.0914,0,0
txn_003727,merch_0070,wallet,1859.47,10,27,1473.36,0.0485,0,0
txn_003728,merch_0107,upi,1815.45,23,42,1279.1,0.0978,1,0
txn_003729,merch_0057,upi,364.9,19,21,800.36,0.2911,0,0
txn_003730,merch_0033,upi,274.52,18,17,274.93,0.0166,0,0
txn_003731,merch_0019,card,242.43,10,35,203.72,0.2655,0,0
txn_003732,merch_0049,card,221.54,20,23,134.03,0.1945,1,0
txn_003733,merch_0101,upi,205.47,7,33,580.24,0.0227,0,0
txn_003734,merch_0137,upi,955.53,12,17,768.83,0.0895,0,0
txn_003735,merch_0159,upi,2118.84,9,31,2700.55,0.0335,1,0
txn_003736,merch_0051,card,413.34,11,26,722.28,0.1276,0,0
txn_003737,merch_0014,netbanking,99.09,0,39,155.64,0.0945,0,0
txn_003738,merch_0083,card,400.53,15,19,608.85,0.0517,0,0
txn_003739,merch_0130,card,220.2,23,29,183.47,0.0355,0,0
txn_003740,merch_0036,upi,1224.4,10,26,1574.96,0.1504,0,0
txn_003741,merch_0125,upi,19969.15,3,25,15025.28,0.0537,1,1
txn_003742,merch_0039,upi,712.95,15,128,1246.35,0.0851,0,0
txn_003743,merch_0071,upi,9261.86,18,9,6150.97,0.1527,0,0
txn_003744,merch_0039,upi,1650.21,13,18,1577.81,0.2277,0,0
txn_003745,merch_0055,card,432.96,19,28,3399.95,0.1283,0,0
txn_003746,merch_0150,card,2696.51,13,24,1562.54,0.1774,0,0
txn_003747,merch_0103,wallet,479.29,9,21,432.79,0.1303,0,0
txn_003748,merch_0138,upi,4100.44,0,27,2967.62,0.3683,1,1
txn_003749,merch_0109,card,1450.68,13,33,1020.79,0.3977,0,0
txn_003750,merch_0191,netbanking,4700.13,14,28,3039.83,0.0601,0,0
txn_003751,merch_0135,card,6730.41,15,14,7856.27,0.0437,0,0
txn_003752,merch_0092,upi,671.48,20,35,418.55,0.105,0,0
txn_003753,merch_0093,upi,17.2,16,25,788.04,0.1101,0,0
txn_003754,merch_0055,upi,4115.26,16,34,3534.55,0.2631,0,0
txn_003755,merch_0059,upi,5435.68,19,20,3071.49,0.1327,0,0
txn_003756,merch_0137,netbanking,560.69,18,23,681.86,0.0484,0,0
txn_003757,merch_0038,upi,342.1,19,22,242.01,0.0643,0,0
txn_003758,merch_0027,upi,3034.97,9,25,1583.83,0.375,0,0
txn_003759,merch_0048,card,2084.26,2,33,1694.93,0.0921,0,0
txn_003760,merch_0163,netbanking,637.6,2,14,358.45,0.0358,0,0
txn_003761,merch_0124,card,187.04,14,29,2033.34,0.0829,0,0
txn_003762,merch_0012,card,753.65,21,28,1638.0,0.0152,1,0
txn_003763,merch_0035,upi,372.05,4,24,242.9,0.0723,0,0
txn_003764,merch_0100,upi,308.96,9,18,219.06,0.2093,0,0
txn_003765,merch_0025,upi,1531.55,17,29,1244.67,0.2284,0,0
txn_003766,merch_0085,card,523.54,13,34,568.56,0.0099,0,0
txn_003767,merch_0003,wallet,7629.2,11,20,6956.33,0.0341,0,0
txn_003768,merch_0081,upi,3255.18,12,17,1700.5,0.1898,0,0
txn_003769,merch_0191,card,2892.51,12,16,3510.32,0.1136,0,0
txn_003770,merch_0165,upi,2385.11,3,31,1715.64,0.4494,1,0
txn_003771,merch_0126,card,442.89,10,27,349.48,0.0285,0,0
txn_003772,merch_0087,upi,1294.08,6,24,1719.53,0.988,0,0
txn_003773,merch_0126,upi,238.88,16,29,346.73,0.0346,0,0
txn_003774,merch_0119,netbanking,5118.58,21,16,2686.7,0.1443,0,0
txn_003775,merch_0021,card,1089.7,22,29,907.49,0.0471,0,0
txn_003776,merch_0129,card,448.67,13,16,647.56,0.0523,0,0
txn_003777,merch_0030,upi,443.18,14,38,606.05,0.1223,1,0
txn_003778,merch_0118,upi,2764.94,2,23,4940.0,0.11,1,0
txn_003779,merch_0010,upi,963.59,16,15,575.13,0.1926,1,0
txn_003780,merch_0045,netbanking,404.37,22,13,483.71,0.077,0,0
txn_003781,merch_0095,wallet,171.09,15,34,209.64,0.153,1,0
txn_003782,merch_0189,upi,261.96,15,26,202.77,0.3035,0,0
txn_003783,merch_0196,upi,158.05,18,21,339.0,0.2567,0,0
txn_003784,merch_0191,netbanking,3002.29,15,23,3477.5,0.0831,0,0
txn_003785,merch_0009,upi,2092.75,10,32,1929.7,0.2064,0,0
txn_003786,merch_0167,card,9391.36,13,32,10912.39,0.0597,0,0
txn_003787,merch_0127,upi,448.88,18,7,581.55,0.838,0,0
txn_003788,merch_0151,netbanking,1228.46,12,15,1851.15,0.0701,0,0
txn_003789,merch_0098,card,1241.74,20,23,1203.9,0.1207,0,0
txn_003790,merch_0171,netbanking,225.25,14,21,465.71,0.1418,0,0
txn_003791,merch_0111,netbanking,1125.66,8,20,1153.87,0.1457,0,0
txn_003792,merch_0059,upi,2929.28,14,19,3364.6,0.1499,0,0
txn_003793,merch_0189,card,129.55,15,15,160.91,0.1622,0,0
txn_003794,merch_0086,netbanking,3529.16,10,34,2949.66,0.2324,1,0
txn_003795,merch_0144,upi,1051.88,16,28,1312.6,0.1035,0,0
txn_003796,merch_0064,upi,5056.17,20,15,3284.6,0.2481,0,0
txn_003797,merch_0056,upi,380.72,17,28,398.93,0.1018,0,0
txn_003798,merch_0182,card,463.2,17,15,345.72,0.1973,0,0
txn_003799,merch_0105,upi,1073.56,20,32,1927.74,0.1107,0,0
txn_003800,merch_0180,card,1326.17,18,26,2639.73,0.0338,0,0
txn_003801,merch_0183,upi,428.16,14,30,2172.95,0.0568,0,0
txn_003802,merch_0008,netbanking,479.91,11,37,639.91,0.5723,0,0
txn_003803,merch_0021,upi,733.01,13,265,767.58,0.0834,0,1
txn_003804,merch_0140,upi,1476.02,16,11,1334.49,0.0577,0,0
txn_003805,merch_0088,card,807.93,19,14,558.32,0.1465,0,0
txn_003806,merch_0175,card,3555.9,13,19,2536.75,0.2893,0,0
txn_003807,merch_0017,upi,2171.7,16,27,1678.97,0.2045,0,0
txn_003808,merch_0114,upi,409.95,13,37,885.0,0.0666,1,0
txn_003809,merch_0167,upi,10819.35,10,32,9401.91,0.0984,0,0
txn_003810,merch_0144,card,601.32,18,32,1643.96,0.0383,0,0
txn_003811,merch_0142,netbanking,196.64,10,15,174.76,0.0123,1,0
txn_003812,merch_0105,card,3455.81,16,31,1577.09,0.0764,0,0
txn_003813,merch_0014,card,87.17,17,26,126.1,0.1098,0,0
txn_003814,merch_0062,netbanking,406.13,14,30,268.96,0.3626,0,0
txn_003815,merch_0166,upi,3946.57,2,18,2963.53,0.099,0,0
txn_003816,merch_0012,wallet,785.8,19,34,1661.78,0.2386,1,0
txn_003817,merch_0080,netbanking,1012.3,22,16,884.29,0.1734,1,0
txn_003818,merch_0031,upi,8271.95,14,28,10674.75,0.0458,0,0
txn_003819,merch_0136,upi,409.41,11,21,401.61,0.0773,0,0
txn_003820,merch_0039,upi,1152.04,10,123,1440.58,0.3471,0,0
txn_003821,merch_0147,upi,198.18,20,25,205.38,0.3241,0,0
txn_003822,merch_0081,netbanking,2728.31,12,27,1789.91,0.1294,0,0
txn_003823,merch_0076,card,1178.65,16,27,1120.55,0.0312,0,0
txn_003824,merch_0190,netbanking,443.85,11,17,548.17,0.0064,0,0
txn_003825,merch_0075,netbanking,3043.59,16,31,2961.25,0.0663,0,0
txn_003826,merch_0171,card,19.64,11,29,387.03,0.1236,0,0
txn_003827,merch_0037,card,75.33,21,219,108.46,0.1519,0,1
txn_003828,merch_0187,upi,1629.1,16,33,1079.04,0.4347,0,0
txn_003829,merch_0070,upi,1615.51,20,28,1851.29,0.2139,0,0
txn_003830,merch_0047,card,2865.21,12,17,4462.5,0.1215,0,0
txn_003831,merch_0017,upi,1686.18,15,21,1625.6,0.0593,0,0
txn_003832,merch_0143,upi,1951.67,10,16,1361.43,0.2498,0,0
txn_003833,merch_0182,netbanking,506.28,9,20,280.21,0.2371,0,0
txn_003834,merch_0038,card,163.99,13,31,239.28,0.0504,0,0
txn_003835,merch_0195,upi,1349.4,11,37,1732.25,0.054,0,0
txn_003836,merch_0186,card,1702.18,18,22,1834.64,0.1363,1,0
txn_003837,merch_0088,netbanking,916.04,0,13,568.9,0.1488,0,0
txn_003838,merch_0061,upi,897.1,15,36,843.52,0.131,1,0
txn_003839,merch_0140,upi,2431.13,16,13,1647.63,0.9374,0,0
txn_003840,merch_0108,wallet,1396.03,6,17,1371.14,0.0234,0,0
txn_003841,merch_0080,upi,1528.71,4,16,820.91,0.133,1,0
txn_003842,merch_0133,upi,1151.33,6,20,1823.95,0.9087,0,0
txn_003843,merch_0076,card,537.27,14,35,1097.46,0.2507,0,0
txn_003844,merch_0187,netbanking,954.15,16,24,944.41,0.2062,0,0
txn_003845,merch_0089,upi,2739.0,11,27,2023.76,0.4582,0,0
txn_003846,merch_0013,upi,91.2,10,20,114.75,0.0926,0,0
txn_003847,merch_0094,upi,431.89,15,27,709.05,0.3691,0,0
txn_003848,merch_0053,wallet,3015.02,4,26,2471.65,0.1678,0,0
txn_003849,merch_0131,upi,1606.16,15,32,1037.53,0.1492,0,0
txn_003850,merch_0038,card,119.49,16,23,210.37,0.1125,0,0
txn_003851,merch_0071,wallet,4114.55,13,17,6636.97,0.5048,0,0
txn_003852,merch_0024,upi,815.97,11,18,603.53,0.1481,1,0
txn_003853,merch_0076,wallet,418.84,20,22,1110.56,0.0738,0,0
txn_003854,merch_0159,wallet,3293.17,21,29,2204.5,0.0117,1,0
txn_003855,merch_0186,wallet,2656.92,12,22,1700.05,0.0589,1,0
txn_003856,merch_0190,upi,10.0,10,30,648.15,0.0176,0,0
txn_003857,merch_0165,card,1812.67,2,30,1922.06,0.0193,1,0
txn_003858,merch_0119,netbanking,10.0,7,194,2863.85,0.368,0,0
txn_003859,merch_0052,wallet,144.64,16,15,522.17,0.0306,1,0
txn_003860,merch_0194,upi,1020.24,8,12,1216.12,0.1408,0,0
txn_003861,merch_0155,netbanking,185.69,1,31,477.43,0.1324,0,0
txn_003862,merch_0130,upi,391.1,18,16,149.77,0.1949,0,1
txn_003863,merch_0149,upi,2034.61,2,27,1785.43,0.9655,0,0
txn_003864,merch_0095,upi,294.32,10,30,166.95,0.0935,1,0
txn_003865,merch_0165,netbanking,1682.17,16,29,2003.5,0.2073,1,0
txn_003866,merch_0199,card,280.84,15,304,239.7,0.0498,0,1
txn_003867,merch_0071,card,12200.6,6,20,7008.94,0.1425,0,0
txn_003868,merch_0061,wallet,1025.77,23,34,970.49,0.4779,1,0
txn_003869,merch_0184,upi,1033.87,9,26,872.56,0.3677,0,0
txn_003870,merch_0005,card,521.17,13,32,826.48,0.8101,0,0
txn_003871,merch_0031,upi,5410.57,8,27,8992.88,0.0813,0,0
txn_003872,merch_0098,upi,1231.26,13,22,1156.09,0.2595,0,0
txn_003873,merch_0137,card,844.02,16,20,767.98,0.2372,0,0
txn_003874,merch_0130,wallet,71.45,13,21,168.46,0.2358,0,0
txn_003875,merch_0186,card,2309.07,17,24,1781.17,0.2149,1,0
txn_003876,merch_0075,netbanking,1112.36,15,23,2693.46,0.2073,0,0
txn_003877,merch_0176,upi,1122.43,11,113,1270.94,0.0557,1,1
txn_003878,merch_0058,upi,283.88,16,17,1859.61,0.047,1,0
txn_003879,merch_0030,card,914.58,16,32,602.53,0.177,1,0
txn_003880,merch_0092,upi,386.76,9,25,474.53,0.0938,0,0
txn_003881,merch_0068,upi,1227.97,19,19,1940.42,0.2832,0,0
txn_003882,merch_0189,card,63.78,7,23,167.25,0.0577,0,0
txn_003883,merch_0051,upi,179.21,4,33,675.68,0.3377,0,0
txn_003884,merch_0088,upi,722.92,17,13,523.99,0.1654,0,0
txn_003885,merch_0126,card,496.39,10,28,330.47,0.3062,0,0
txn_003886,merch_0168,card,1120.94,19,24,739.72,0.0395,0,0
txn_003887,merch_0030,wallet,934.3,13,33,463.38,0.0876,1,0
txn_003888,merch_0083,card,1090.86,17,21,502.24,0.3082,0,0
txn_003889,merch_0126,upi,488.97,20,32,321.89,0.1801,0,0
txn_003890,merch_0149,wallet,1293.51,8,34,1752.97,0.051,0,0
txn_003891,merch_0131,netbanking,1290.54,14,35,1168.31,0.2981,0,0
txn_003892,merch_0012,upi,10.0,8,25,1530.14,0.0795,1,0
txn_003893,merch_0044,upi,250.28,8,24,203.74,0.2338,0,0
txn_003894,merch_0126,card,358.21,12,32,339.38,0.8029,0,0
txn_003895,merch_0169,card,711.46,12,26,452.28,0.338,0,0
txn_003896,merch_0113,netbanking,16291.88,10,33,21228.56,0.087,0,0
txn_003897,merch_0176,netbanking,1432.78,20,25,988.59,0.1076,1,0
txn_003898,merch_0019,card,104.59,16,30,209.58,0.2756,0,0
txn_003899,merch_0080,wallet,799.7,14,18,898.93,0.0083,1,0
txn_003900,merch_0181,card,132.83,19,21,333.28,0.0779,0,0
txn_003901,merch_0163,upi,711.12,1,13,358.4,0.0046,0,0
txn_003902,merch_0128,netbanking,2013.09,20,21,1251.39,0.2929,1,0
txn_003903,merch_0142,upi,116.77,16,13,175.54,0.5973,1,0
txn_003904,merch_0016,netbanking,366.01,14,11,328.48,0.1853,0,0
txn_003905,merch_0151,wallet,1685.43,0,19,1629.3,0.4,0,0
txn_003906,merch_0057,card,538.71,2,23,855.84,0.1234,0,0
txn_003907,merch_0071,card,7353.74,11,23,6061.42,0.1747,0,0
txn_003908,merch_0108,card,1224.99,9,22,1331.64,0.1759,0,0
txn_003909,merch_0022,upi,1576.22,15,22,1255.25,0.1713,0,0
txn_003910,merch_0173,upi,1523.97,16,27,1457.61,0.129,0,0
txn_003911,merch_0071,card,14893.52,9,19,6183.98,0.1458,0,0
txn_003912,merch_0007,netbanking,2670.87,10,25,3061.63,0.2785,0,1
txn_003913,merch_0058,card,1737.68,9,20,1490.04,0.1181,1,0
txn_003914,merch_0110,upi,132.2,16,16,113.7,0.0665,0,0
txn_003915,merch_0186,card,2808.45,0,31,1875.11,0.1585,1,0
txn_003916,merch_0012,netbanking,1525.51,8,37,1306.31,0.0525,1,0
txn_003917,merch_0166,card,3426.53,20,20,2840.4,0.4994,0,0
txn_003918,merch_0155,card,505.67,7,22,453.65,0.0915,0,0
txn_003919,merch_0188,netbanking,225.38,10,22,412.28,0.224,0,0
txn_003920,merch_0015,card,336.82,17,20,500.44,0.1402,1,0
txn_003921,merch_0118,upi,5426.06,18,17,3721.81,0.1493,1,0
txn_003922,merch_0001,wallet,1606.85,19,27,958.51,0.1769,0,0
txn_003923,merch_0144,upi,35.83,21,20,1302.66,0.0596,0,0
txn_003924,merch_0029,wallet,167.78,0,13,692.52,0.1013,0,0
txn_003925,merch_0102,upi,169.99,20,29,831.86,0.1195,0,0
txn_003926,merch_0012,upi,2056.78,0,30,1256.19,0.0247,1,0
txn_003927,merch_0095,wallet,255.28,0,202,197.47,0.028,1,1
txn_003928,merch_0093,upi,350.17,13,32,659.92,0.0901,0,0
txn_003929,merch_0081,card,3678.07,18,30,1845.53,0.1596,0,0
txn_003930,merch_0012,netbanking,1172.73,20,32,1502.05,0.0276,1,0
txn_003931,merch_0170,netbanking,657.06,1,24,374.01,0.1327,1,0
txn_003932,merch_0093,wallet,1063.04,23,34,731.32,0.1826,0,0
txn_003933,merch_0148,upi,1051.42,18,23,2156.71,0.0964,0,0
txn_003934,merch_0111,card,897.95,14,22,1170.23,0.0978,0,0
txn_003935,merch_0054,upi,2092.05,12,26,3219.96,0.1986,0,0
txn_003936,merch_0080,upi,319.42,16,28,721.26,0.2479,1,0
txn_003937,merch_0167,netbanking,9537.52,12,44,9951.17,0.9501,0,0
txn_003938,merch_0115,upi,766.28,15,20,1687.32,0.2941,1,0
txn_003939,merch_0142,card,143.58,13,20,144.7,0.0307,1,0
txn_003940,merch_0179,card,55177.25,14,40,27884.42,0.049,0,0
txn_003941,merch_0107,card,1666.05,13,38,1355.29,0.9757,1,0
txn_003942,merch_0052,wallet,328.57,20,20,468.17,0.1547,1,0
txn_003943,merch_0127,upi,431.52,20,13,549.92,0.1495,0,0
txn_003944,merch_0179,card,23189.96,15,35,31258.18,0.9266,0,0
txn_003945,merch_0157,netbanking,4195.35,13,21,1779.11,0.0876,0,0
txn_003946,merch_0160,card,130.51,16,21,322.79,0.4071,0,0
txn_003947,merch_0056,upi,400.34,16,28,403.78,0.1691,0,0
txn_003948,merch_0051,card,882.54,18,23,766.5,0.0808,0,0
txn_003949,merch_0136,upi,619.08,17,21,390.53,0.1619,0,0
txn_003950,merch_0181,upi,339.32,15,20,394.97,0.1717,0,0
txn_003951,merch_0110,netbanking,68.61,13,11,122.03,0.0361,0,0
txn_003952,merch_0000,card,2177.51,8,27,1758.96,0.3415,1,0
txn_003953,merch_0043,wallet,1286.09,20,29,814.84,0.1917,0,0
txn_003954,merch_0074,netbanking,43.12,19,17,43.37,0.1379,0,0
txn_003955,merch_0097,card,970.48,16,28,1353.19,0.2022,0,0
txn_003956,merch_0008,upi,656.63,19,29,574.92,0.0022,0,0
txn_003957,merch_0031,upi,1767.31,19,26,10133.41,0.0834,0,0
txn_003958,merch_0014,upi,129.03,15,30,142.69,0.4644,0,0
txn_003959,merch_0139,wallet,369.84,13,34,227.41,0.0029,1,1
txn_003960,merch_0184,upi,1117.59,17,28,741.06,0.8767,0,0
txn_003961,merch_0135,upi,6686.25,11,21,6943.9,0.217,0,0
txn_003962,merch_0071,card,12461.98,18,15,6022.03,0.0779,0,0
txn_003963,merch_0154,upi,2981.55,16,14,1577.03,0.0981,0,0
txn_003964,merch_0189,upi,244.32,4,29,187.84,0.0209,0,0
txn_003965,merch_0011,card,92.28,17,10,710.98,0.0662,0,0
txn_003966,merch_0064,upi,10.0,19,26,2596.01,0.269,0,0
txn_003967,merch_0106,upi,15966.98,20,24,10334.19,0.0735,1,0
txn_003968,merch_0041,upi,1499.5,16,18,1248.69,0.1532,1,0
txn_003969,merch_0189,card,341.22,15,25,163.0,0.1695,0,0
txn_003970,merch_0114,card,175.62,14,29,875.69,0.085,1,0
txn_003971,merch_0138,upi,2660.42,12,218,2599.53,0.0944,1,1
txn_003972,merch_0102,card,1123.71,1,29,621.2,0.0467,0,0
txn_003973,merch_0170,upi,234.83,17,19,338.9,0.0609,1,0
txn_003974,merch_0094,wallet,1101.7,12,19,651.23,0.27,0,0
txn_003975,merch_0016,upi,306.14,14,11,277.54,0.2688,0,0
txn_003976,merch_0159,card,2434.09,14,27,2669.49,0.1481,1,0
txn_003977,merch_0084,wallet,137.29,19,17,426.06,0.2576,1,0
txn_003978,merch_0167,netbanking,11814.7,16,30,9165.23,0.0803,0,0
txn_003979,merch_0150,upi,3250.47,12,19,1360.58,0.0284,0,0
txn_003980,merch_0055,upi,4104.14,15,34,3518.04,0.0762,0,0
txn_003981,merch_0133,card,1240.33,13,26,1662.88,0.0462,0,0
txn_003982,merch_0085,upi,1006.87,12,33,578.41,0.5566,0,0
txn_003983,merch_0177,netbanking,4131.11,17,27,5515.24,0.0559,0,0
txn_003984,merch_0101,card,1340.13,16,26,640.45,0.2023,0,0
txn_003985,merch_0164,card,1278.39,13,17,3973.63,0.0824,0,0
txn_003986,merch_0191,upi,3525.2,21,24,3023.25,0.2017,0,0
txn_003987,merch_0053,card,3372.17,14,22,2362.68,0.1516,0,0
txn_003988,merch_0199,card,203.76,22,39,270.58,0.0896,0,0
txn_003989,merch_0176,netbanking,1165.32,0,200,1052.06,0.1747,1,0
txn_003990,merch_0114,upi,1471.39,16,38,899.48,0.0684,1,0
txn_003991,merch_0138,upi,10.0,15,31,3016.34,0.0732,1,0
txn_003992,merch_0087,upi,2090.47,10,22,1683.31,0.0791,0,0
txn_003993,merch_0048,upi,1601.7,18,21,1421.18,0.1319,0,0
txn_003994,merch_0148,card,3556.65,0,25,2172.46,0.0853,0,0
txn_003995,merch_0114,wallet,441.0,18,40,916.51,0.3562,1,0
txn_003996,merch_0193,upi,74.03,16,21,214.23,0.0729,0,0
txn_003997,merch_0062,netbanking,199.59,12,21,263.71,0.3738,0,0
txn_003998,merch_0103,upi,318.31,18,24,421.3,0.0567,0,0
txn_003999,merch_0082,upi,5932.8,20,31,6190.73,0.1819,1,0
txn_004000,merch_0102,upi,546.19,12,32,743.44,0.2012,0,0
txn_004001,merch_0155,upi,22.43,4,28,501.7,0.0924,0,0
txn_004002,merch_0016,wallet,310.47,12,10,329.94,0.1061,0,0
txn_004003,merch_0005,upi,906.08,7,25,817.83,0.8884,0,0
txn_004004,merch_0146,card,228.43,17,13,230.93,0.1194,0,0
txn_004005,merch_0183,card,2220.22,17,26,2024.4,0.3399,0,0
txn_004006,merch_0027,wallet,1784.25,20,33,1890.28,0.3271,0,0
txn_004007,merch_0193,upi,74.62,19,18,228.42,0.0934,0,0
txn_004008,merch_0037,upi,93.7,13,27,113.44,0.0739,0,0
txn_004009,merch_0118,upi,4501.53,19,15,4214.81,0.0181,1,0
txn_004010,merch_0036,upi,1216.79,11,27,1244.93,0.0507,0,0
txn_004011,merch_0114,upi,95.61,14,34,977.83,0.1326,1,0
txn_004012,merch_0067,netbanking,6131.18,12,28,3855.66,0.079,0,0
txn_004013,merch_0176,card,512.5,14,23,1227.83,0.2144,1,0
txn_004014,merch_0042,card,288.3,20,27,998.89,0.018,0,0
txn_004015,merch_0163,card,418.68,2,18,363.34,0.1131,0,0
txn_004016,merch_0057,upi,644.3,20,22,766.13,0.3737,0,0
txn_004017,merch_0012,upi,1924.41,19,31,1524.86,0.3135,1,0
txn_004018,merch_0051,wallet,1050.32,9,22,641.35,0.0977,0,0
txn_004019,merch_0057,netbanking,1013.16,16,28,786.4,0.2917,0,0
txn_004020,merch_0031,wallet,10115.53,16,17,10327.57,0.1334,0,0
txn_004021,merch_0104,netbanking,1116.86,8,17,773.97,0.9554,0,0
txn_004022,merch_0187,upi,224.93,6,21,1120.19,0.1142,0,0
txn_004023,merch_0082,upi,9257.72,15,47,6526.18,0.1189,1,0
txn_004024,merch_0185,upi,1993.86,16,20,2648.63,0.1798,1,0
txn_004025,merch_0098,upi,2068.38,14,35,987.97,0.2304,0,0
txn_004026,merch_0103,upi,619.08,19,20,456.94,0.0817,0,0
txn_004027,merch_0183,card,1775.29,8,36,1975.08,0.4574,0,0
txn_004028,merch_0027,card,1737.17,22,18,1508.83,0.0297,0,0
txn_004029,merch_0128,netbanking,2110.11,2,21,1310.43,0.4731,1,0
txn_004030,merch_0169,netbanking,64.73,18,30,442.39,0.1169,0,0
txn_004031,merch_0047,wallet,3552.67,16,16,3705.87,0.9031,0,0
txn_004032,merch_0039,upi,2413.94,20,20,1564.51,0.2414,0,0
txn_004033,merch_0096,upi,2265.3,16,32,1715.33,0.9374,1,1
txn_004034,merch_0190,card,366.22,12,22,553.72,0.3869,0,0
txn_004035,merch_0199,upi,305.24,9,32,294.81,0.2025,0,0
txn_004036,merch_0113,upi,14790.19,16,19,19002.98,0.2942,0,0
txn_004037,merch_0131,upi,989.46,11,39,1018.03,0.1491,0,0
txn_004038,merch_0165,upi,2079.15,16,19,1647.73,0.1336,1,0
txn_004039,merch_0154,card,1938.61,17,16,1347.33,0.1561,0,0
txn_004040,merch_0136,upi,542.84,6,19,446.18,0.0764,0,0
txn_004041,merch_0110,card,162.29,8,16,118.14,0.2835,0,0
txn_004042,merch_0143,card,423.78,21,22,1236.47,0.2526,0,0
txn_004043,merch_0183,upi,1978.68,13,39,1786.0,0.0587,0,0
txn_004044,merch_0075,upi,1667.97,0,26,2617.55,0.0606,0,0
txn_004045,merch_0030,upi,418.0,17,30,542.66,0.1917,1,0
txn_004046,merch_0118,upi,3130.03,16,17,4307.8,0.9897,1,1
txn_004047,merch_0141,netbanking,6816.44,13,26,4483.78,0.1533,1,0
txn_004048,merch_0024,netbanking,882.16,14,20,548.31,0.0431,1,0
txn_004049,merch_0033,card,470.97,16,164,270.11,0.2354,0,1
txn_004050,merch_0066,upi,384.87,9,12,1029.68,0.0658,0,0
txn_004051,merch_0151,card,1586.66,22,15,1648.87,0.0832,0,0
txn_004052,merch_0117,card,115.77,3,34,266.45,0.2261,0,0
txn_004053,merch_0072,card,598.42,2,153,1124.59,0.1698,1,1
txn_004054,merch_0025,card,880.84,1,21,1237.49,0.2214,0,0
txn_004055,merch_0147,card,265.57,14,30,223.92,0.263,0,0
txn_004056,merch_0191,card,3941.03,13,24,3186.56,0.1207,0,0
txn_004057,merch_0103,card,535.27,9,34,393.79,0.0828,0,0
txn_004058,merch_0009,upi,2654.5,11,23,2378.84,0.3073,0,0
txn_004059,merch_0066,netbanking,529.46,12,19,939.91,0.1063,0,0
txn_004060,merch_0151,upi,2383.99,14,171,1868.24,0.4917,0,0
txn_004061,merch_0004,upi,1085.14,17,32,905.92,0.0339,1,0
txn_004062,merch_0194,wallet,1079.42,19,25,1514.47,0.2686,0,0
txn_004063,merch_0185,wallet,2037.4,0,17,2337.79,0.2274,1,0
txn_004064,merch_0026,upi,183.78,17,29,253.34,0.2883,0,0
txn_004065,merch_0112,upi,702.74,7,33,1301.83,0.0682,0,0
txn_004066,merch_0014,upi,166.91,0,28,157.37,0.0958,0,0
txn_004067,merch_0162,card,6426.77,8,20,4738.76,0.197,0,0
txn_004068,merch_0104,netbanking,546.83,17,25,941.08,0.2115,0,1
txn_004069,merch_0180,wallet,756.68,18,28,2539.1,0.1041,0,0
txn_004070,merch_0043,card,392.21,16,43,659.01,0.1482,0,0
txn_004071,merch_0025,upi,1314.73,18,25,1385.94,0.1866,0,0
txn_004072,merch_0174,card,461.8,3,17,1428.12,0.0638,1,0
txn_004073,merch_0161,upi,4685.98,20,20,2444.95,0.2127,0,0
txn_004074,merch_0094,wallet,1123.53,21,20,722.36,0.0925,0,0
txn_004075,merch_0177,netbanking,7468.71,2,19,6750.28,0.3202,0,0
txn_004076,merch_0083,card,821.35,12,35,611.26,0.0418,0,0
txn_004077,merch_0139,upi,256.33,13,29,239.12,0.073,1,0
txn_004078,merch_0131,upi,1464.77,18,33,1053.94,0.1225,0,0
txn_004079,merch_0086,upi,1707.49,17,23,3554.92,0.271,1,0
txn_004080,merch_0175,netbanking,4287.36,11,32,2557.22,0.3777,0,0
txn_004081,merch_0182,card,228.94,8,23,327.0,0.0631,0,0
txn_004082,merch_0111,upi,1011.66,3,137,1208.07,0.0153,0,0
txn_004083,merch_0128,card,3072.2,11,22,1420.14,0.319,1,0
txn_004084,merch_0088,netbanking,509.05,7,16,562.67,0.0047,0,0
txn_004085,merch_0065,upi,7408.75,14,16,4927.58,0.3408,0,0
txn_004086,merch_0157,netbanking,2497.61,18,26,1700.88,0.3073,0,0
txn_004087,merch_0130,wallet,38.07,11,21,170.15,0.1741,0,0
txn_004088,merch_0121,wallet,247.92,3,36,400.47,0.0269,0,0
txn_004089,merch_0148,upi,4176.61,19,27,1773.25,0.1744,0,0
